,player,pts,ast,trb,stl,blk,g,3pta,3ptm,fga,fgm,ppg,apg,rpg,spg,bpg,3pt%,fg%,first year,last year,years played,all stars,hof,ows,dws,ws,win%
4390,Sedale Threatt,10399,4032,1905.0,1272.0,157.0,1090,701.0,198.0,9034,4369,9.5,3.7,1.7,1.2,0.1,0.28,0.48,1984,1997,14,0,False,33.0,20.4,53.3,0.5
4391,Sedric Toney,753,435,183.0,87.0,1.0,189,164.0,57.0,697,254,4.0,2.3,1.0,0.5,0.0,0.35,0.36,1986,1994,9,0,False,-1.4,1.2,0.0,0.3
4392,Sekou Doumbouya,542,66,267.0,47.0,19.0,96,215.0,55.0,526,204,5.6,0.7,2.8,0.5,0.2,0.26,0.39,2020,2022,3,0,False,-1.7000000000000002,1.2999999999999998,-0.4,0.3
4393,Semaj Christon,183,130,87.0,28.0,7.0,64,63.0,12.0,223,77,2.9,2.0,1.4,0.4,0.1,0.19,0.35,2017,2017,1,0,False,-0.7,0.8,0.1,0.6
4394,Semi Ojeleye,1073,135,687.0,83.0,25.0,314,599.0,204.0,961,361,3.4,0.4,2.2,0.3,0.1,0.34,0.38,2018,2022,5,0,False,1.4,4.0,5.5,0.6
4395,Semih Erden,425,49,308.0,40.0,53.0,110,0.0,0.0,296,163,3.9,0.4,2.8,0.4,0.5,0.0,0.55,2011,2012,2,0,False,0.9,2.3,3.1999999999999997,0.3
4396,Serge Ibaka,12566,873,7301.0,425.0,1916.0,1052,2125.0,775.0,10194,5194,11.9,0.8,6.9,0.4,1.8,0.36,0.51,2010,2023,14,0,False,38.9,40.9,80.1,0.6
4397,Sergei Bazarevich,30,14,7.0,1.0,1.0,10,6.0,1.0,22,11,3.0,1.4,0.7,0.1,0.1,0.17,0.5,1995,1995,1,0,False,0.1,0.1,0.2,0.5
4398,Sergei Monia,154,38,104.0,14.0,10.0,52,68.0,18.0,174,58,3.0,0.7,2.0,0.3,0.2,0.26,0.33,2006,2006,1,0,False,-0.5,0.2,-0.4,0.2
4399,Sergey Karasev,287,87,140.0,32.0,4.0,95,110.0,31.0,243,96,3.0,0.9,1.5,0.3,0.0,0.28,0.4,2014,2016,3,0,False,0.3,0.6,0.9,0.4
4400,Sergio Rodríguez,2181,1395,614.0,262.0,18.0,419,691.0,234.0,2002,843,5.2,3.3,1.5,0.6,0.0,0.34,0.42,2007,2017,11,0,False,1.2000000000000002,4.3,5.5,0.4
4401,Seth Curry,5769,1161,1144.0,365.0,74.0,504,2268.0,983.0,4454,2124,11.4,2.3,2.3,0.7,0.1,0.43,0.48,2014,2023,10,0,False,17.599999999999998,9.1,26.9,0.5
4402,Shabazz Muhammad,2718,165,846.0,90.0,27.0,321,413.0,130.0,2176,1024,8.5,0.5,2.6,0.3,0.1,0.31,0.47,2014,2018,5,0,False,8.4,0.9,9.1,0.4
4403,Shabazz Napier,3011,1111,815.0,355.0,59.0,401,1240.0,421.0,2490,996,7.5,2.8,2.0,0.9,0.1,0.34,0.4,2015,2020,6,0,False,3.2,6.5,9.8,0.4
4404,Shaedon Sharpe,789,94,236.0,38.0,24.0,80,283.0,102.0,648,306,9.9,1.2,3.0,0.5,0.3,0.36,0.47,2023,2023,1,0,False,0.6,0.6,1.2,0.4
4405,Shai Gilgeous-Alexander,6556,1411,1417.0,385.0,226.0,311,1025.0,356.0,4729,2287,21.1,4.5,4.6,1.2,0.7,0.35,0.48,2019,2023,5,1,False,18.5,10.5,28.9,0.5
4406,Shake Milton,2368,694,604.0,120.0,63.0,254,663.0,242.0,1937,882,9.3,2.7,2.4,0.5,0.2,0.37,0.46,2019,2023,5,0,False,4.9,4.8,9.799999999999999,0.7
4407,Shaler Halimon,2295,638,1198.0,0.0,0.0,335,9.0,1.0,2449,968,6.9,1.9,3.6,0.0,0.0,0.11,0.4,1969,1973,5,0,False,-5.5,5.6,0.19999999999999998,0.4
4408,Shammond Williams,2774,1147,749.0,310.0,22.0,456,1061.0,379.0,2495,991,6.1,2.5,1.6,0.7,0.0,0.36,0.4,1999,2007,9,0,False,7.2,5.5,13.0,0.3
4409,Shamorie Ponds,9,2,1.0,0.0,1.0,4,2.0,1.0,5,3,2.2,0.5,0.2,0.0,0.2,0.5,0.6,2020,2020,1,0,False,0.1,0.0,0.1,0.8
4410,Shandon Anderson,5582,1077,2443.0,596.0,194.0,785,1001.0,312.0,4583,2094,7.1,1.4,3.1,0.8,0.2,0.31,0.46,1997,2006,10,0,False,9.9,15.9,25.7,0.5
4411,Shane Battier,9032,1902,4455.0,1057.0,987.0,1059,3521.0,1352.0,7328,3211,8.5,1.8,4.2,1.0,0.9,0.38,0.44,2002,2014,13,0,False,43.2,37.6,80.8,0.5
4412,Shane Edwards,2,0,2.0,0.0,0.0,2,0.0,0.0,3,1,1.0,0.0,1.0,0.0,0.0,0.0,0.33,2014,2014,1,0,False,0.0,0.0,0.0,0.5
4413,Shane Heal,97,38,22.0,4.0,3.0,49,83.0,24.0,121,33,2.0,0.8,0.4,0.1,0.1,0.29,0.27,1997,2004,8,0,False,-0.6,0.2,-0.4,0.5
4414,Shane Larkin,1399,737,490.0,243.0,24.0,256,348.0,117.0,1290,545,5.5,2.9,1.9,0.9,0.1,0.34,0.42,2014,2018,5,0,False,1.2000000000000002,3.3000000000000003,4.3999999999999995,0.4
4415,Shannon Brown,3497,522,852.0,330.0,100.0,506,900.0,299.0,3211,1344,6.9,1.0,1.7,0.7,0.2,0.33,0.42,2007,2015,9,0,False,0.7000000000000002,8.4,9.3,0.5
4416,Shaq Buchanan,2,2,2.0,1.0,0.0,2,2.0,0.0,4,1,1.0,1.0,1.0,0.5,0.0,0.0,0.25,2022,2022,1,0,False,-0.1,0.0,0.0,0.5
4417,Shaquille Harrison,1029,326,491.0,195.0,69.0,214,201.0,55.0,913,389,4.8,1.5,2.3,0.9,0.3,0.27,0.43,2018,2023,6,0,False,0.7,3.9000000000000004,4.4,0.3
4418,Shaquille O'Neal,29428,3119,13653.0,771.0,2820.0,1268,22.0,1.0,20015,11661,23.2,2.5,10.8,0.6,2.2,0.05,0.58,1993,2011,19,15,True,116.0,68.7,184.5,0.6
4419,Shareef Abdur-Rahim,16412,2283,6878.0,888.0,675.0,915,553.0,163.0,12569,5935,17.9,2.5,7.5,1.0,0.7,0.29,0.47,1997,2008,12,1,False,56.3,22.9,79.2,0.3
4420,Sharife Cooper,7,5,5.0,0.0,0.0,13,6.0,1.0,14,3,0.5,0.4,0.4,0.0,0.0,0.17,0.21,2022,2022,1,0,False,-0.2,0.0,-0.2,0.5
4421,Sharone Wright,2638,156,1379.0,112.0,252.0,260,15.0,2.0,2217,1025,10.1,0.6,5.3,0.4,1.0,0.13,0.46,1995,1998,4,0,False,-1.2999999999999998,4.0,2.7,0.2
4422,Sharrod Ford,4,0,3.0,0.0,1.0,3,0.0,0.0,3,2,1.3,0.0,1.0,0.0,0.3,0.0,0.67,2006,2006,1,0,False,0.0,0.0,0.0,0.7
4423,Shaun Livingston,5969,2848,2253.0,658.0,355.0,947,83.0,13.0,5026,2450,6.3,3.0,2.4,0.7,0.4,0.16,0.49,2005,2019,15,0,False,16.5,17.8,34.1,0.5
4424,Shavlik Randolph,378,41,415.0,50.0,42.0,173,11.0,1.0,340,144,2.2,0.2,2.4,0.3,0.2,0.09,0.42,2006,2015,10,0,False,0.3,1.9,2.3,0.4
4425,Shawn Bradley,8657,688,6517.0,621.0,2655.0,984,51.0,5.0,7713,3506,8.8,0.7,6.6,0.6,2.7,0.1,0.45,1994,2005,12,0,False,9.0,37.9,46.8,0.4
4426,Shawn Kemp,15347,1704,8834.0,1185.0,1279.0,1051,119.0,33.0,11278,5505,14.6,1.6,8.4,1.1,1.2,0.28,0.49,1990,2003,14,6,False,37.3,52.1,89.39999999999999,0.6
4427,Shawn Long,148,13,85.0,9.0,9.0,18,19.0,7.0,109,61,8.2,0.7,4.7,0.5,0.5,0.37,0.56,2017,2017,1,0,False,0.6,0.3,0.9,0.3
4428,Shawn Marion,19563,2475,11333.0,1972.0,1384.0,1295,2641.0,867.0,16631,8071,15.1,1.9,8.8,1.5,1.1,0.33,0.49,2000,2015,16,4,False,69.4,68.4,137.6,0.5
4429,Shawn Respert,1362,278,365.0,145.0,10.0,270,435.0,148.0,1192,504,5.0,1.0,1.4,0.5,0.0,0.34,0.42,1996,1999,4,0,False,2.8,1.0,3.6,0.2
4430,Shawne Williams,2110,264,1111.0,152.0,177.0,377,990.0,339.0,1912,771,5.6,0.7,2.9,0.4,0.5,0.34,0.4,2007,2015,9,0,False,3.7,5.0,8.7,0.4
4431,Shawnelle Scott,189,20,228.0,14.0,23.0,105,0.0,0.0,168,78,1.8,0.2,2.2,0.1,0.2,0.0,0.46,1997,2002,6,0,False,0.30000000000000004,1.0,1.3,0.6
4432,Shayne Whittington,68,9,41.0,6.0,3.0,27,8.0,1.0,53,24,2.5,0.3,1.5,0.2,0.1,0.12,0.45,2015,2016,2,0,False,0.19999999999999998,0.30000000000000004,0.4,0.5
4433,Shea Seals,4,0,4.0,1.0,0.0,4,3.0,0.0,8,1,1.0,0.0,1.0,0.2,0.0,0.0,0.12,1998,1998,1,0,False,-0.1,0.0,-0.1,0.8
4434,Shelden Williams,2323,226,2193.0,246.0,229.0,529,13.0,2.0,1865,855,4.4,0.4,4.1,0.5,0.4,0.15,0.46,2007,2012,6,0,False,4.9,8.5,13.6,0.3
4435,Sheldon Mac,90,15,34.0,8.0,2.0,30,30.0,7.0,75,30,3.0,0.5,1.1,0.3,0.1,0.23,0.4,2017,2017,1,0,False,0.3,0.2,0.5,0.6
4436,Shellie McMillon,3035,291,1939.0,0.0,0.0,325,0.0,0.0,2850,1246,9.3,0.9,6.0,0.0,0.0,0.0,0.44,1959,1962,4,0,False,5.7,4.1,9.8,0.3
4437,Shelton Jones,488,84,226.0,42.0,30.0,102,2.0,0.0,418,186,4.8,0.8,2.2,0.4,0.3,0.0,0.44,1989,1989,1,0,False,-0.2,0.8,0.7,0.3
4438,Shelvin Mack,4018,1859,1166.0,396.0,31.0,596,1220.0,405.0,3696,1568,6.7,3.1,2.0,0.7,0.1,0.33,0.42,2012,2019,8,0,False,2.8,10.3,13.0,0.4
4439,Sherell Ford,90,5,24.0,8.0,1.0,28,25.0,4.0,80,30,3.2,0.2,0.9,0.3,0.0,0.16,0.38,1996,1996,1,0,False,0.1,0.2,0.4,0.8
4440,Sherman Douglas,9623,5144,1915.0,873.0,90.0,886,696.0,195.0,7824,3797,10.9,5.8,2.2,1.0,0.1,0.28,0.49,1990,2001,12,0,False,26.4,11.0,37.1,0.3
4441,Sherron Collins,17,8,5.0,2.0,0.0,20,10.0,2.0,25,7,0.8,0.4,0.2,0.1,0.0,0.2,0.28,2011,2011,1,0,False,-0.2,0.0,-0.2,0.4
4442,Sherwin Raiken,9,6,8.0,0.0,0.0,6,0.0,0.0,21,3,1.5,1.0,1.3,0.0,0.0,0.0,0.14,1953,1953,1,0,False,-0.4,0.1,-0.3,0.7
4443,Si Green,5932,2086,2803.0,0.0,0.0,621,0.0,0.0,5801,2219,9.6,3.4,4.5,0.0,0.0,0.0,0.38,1957,1966,10,0,False,1.7000000000000002,10.9,12.5,0.4
4444,Sid Catlett,6,1,4.0,0.0,0.0,9,0.0,0.0,9,2,0.7,0.1,0.4,0.0,0.0,0.0,0.22,1972,1972,1,0,False,-0.2,0.0,-0.2,0.4
4445,Sid Tanenbaum,1024,287,0.0,0.0,0.0,116,0.0,0.0,1362,382,8.8,2.5,0.0,0.0,0.0,0.0,0.28,1948,1949,2,0,False,-0.2,3.5,3.3000000000000003,0.3
4446,Sidney Green,5173,659,4246.0,375.0,228.0,718,29.0,1.0,4475,2027,7.2,0.9,5.9,0.5,0.3,0.03,0.45,1984,1993,10,0,False,1.0,16.8,17.9,0.5
4447,Sidney Lowe,590,799,351.0,202.0,9.0,214,31.0,4.0,567,208,2.8,3.7,1.6,0.9,0.0,0.13,0.37,1984,1990,7,0,False,0.7,3.6,4.3,0.3
4448,Sidney Moncrief,11931,2793,3575.0,924.0,228.0,767,387.0,110.0,8198,4117,15.6,3.6,4.7,1.2,0.3,0.28,0.5,1980,1991,12,5,True,61.4,28.9,90.4,0.6
4449,Sidney Wicks,12803,2437,6620.0,592.0,431.0,760,2.0,0.0,11002,5046,16.8,3.2,8.7,0.8,0.6,0.0,0.46,1972,1981,10,4,False,21.8,20.3,42.4,0.4
4450,Sim Bhullar,2,1,1.0,0.0,1.0,3,0.0,0.0,2,1,0.7,0.3,0.3,0.0,0.3,0.0,0.5,2015,2015,1,0,False,0.0,0.0,0.0,0.3
4451,Simmie Hill,3174,381,1731.0,13.0,16.0,305,153.0,41.0,3034,1302,10.4,1.2,5.7,0.0,0.1,0.27,0.43,1970,1974,5,0,False,-8.326672684688674e-17,7.9,7.9,0.4
4452,Simone Fontecchio,328,42,86.0,15.0,8.0,52,191.0,63.0,312,115,6.3,0.8,1.7,0.3,0.2,0.33,0.37,2023,2023,1,0,False,-0.4,0.3,-0.1,0.5
4453,Sindarius Thornwell,442,132,224.0,89.0,37.0,181,126.0,42.0,385,153,2.4,0.7,1.2,0.5,0.2,0.33,0.4,2018,2021,4,0,False,-0.6,1.6,1.1,0.5
4454,Skal Labissière,1136,163,705.0,58.0,105.0,170,98.0,36.0,921,455,6.7,1.0,4.1,0.3,0.6,0.37,0.49,2017,2020,4,0,False,2.3,2.3,4.7,0.4
4455,Skeeter Henry,4,4,2.0,0.0,0.0,4,2.0,0.0,5,1,1.0,1.0,0.5,0.0,0.0,0.0,0.2,1994,1994,1,0,False,0.0,0.0,0.0,0.8
4456,Skeeter Swift,4328,1089,864.0,3.0,0.0,363,586.0,169.0,3633,1620,11.9,3.0,2.4,0.0,0.0,0.29,0.45,1970,1974,5,0,False,11.4,5.2,16.5,0.3
4457,Skip Harlicka,106,37,16.0,0.0,0.0,26,0.0,0.0,90,41,4.1,1.4,0.6,0.0,0.0,0.0,0.46,1969,1969,1,0,False,0.4,0.2,0.5,0.6
4458,Skip Thoren,2239,329,1875.0,0.0,0.0,170,5.0,0.0,1939,902,13.2,1.9,11.0,0.0,0.0,0.0,0.47,1968,1970,3,1,False,4.6,8.4,13.0,0.5
4459,Skip Wise,4,1,3.0,0.0,0.0,2,0.0,0.0,4,2,2.0,0.5,1.5,0.0,0.0,0.0,0.5,1976,1976,1,0,False,0.0,0.0,0.0,0.5
4460,Skippy Whitaker,2,1,1.0,0.0,0.0,3,0.0,0.0,6,1,0.7,0.3,0.3,0.0,0.0,0.0,0.17,1955,1955,1,0,False,-0.1,0.0,-0.1,0.7
4461,Skylar Mays,296,97,79.0,27.0,3.0,67,91.0,34.0,230,110,4.4,1.4,1.2,0.4,0.0,0.37,0.48,2021,2023,3,0,False,1.3,0.5,1.8,0.5
4462,Slater Martin,8055,3429,2590.0,0.0,0.0,811,0.0,0.0,7960,2876,9.9,4.2,3.2,0.0,0.0,0.0,0.36,1950,1960,11,9,True,19.5,30.4,49.9,0.6
4463,Slavko Vraneš,0,0,0.0,0.0,0.0,1,0.0,0.0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2004,2004,1,0,False,0.0,0.0,0.0,0.0
4464,Sleepy Floyd,14027,5857,2927.0,1273.0,244.0,1110,1696.0,542.0,11511,5094,12.6,5.3,2.6,1.1,0.2,0.32,0.44,1983,1995,13,1,False,33.1,23.8,57.2,0.4
4465,Slick Leonard,4204,1427,1217.0,0.0,0.0,426,0.0,0.0,4510,1574,9.9,3.3,2.9,0.0,0.0,0.0,0.35,1957,1963,7,0,True,-3.8,7.4,3.9,0.4
4466,Slick Watts,4431,2972,1577.0,1069.0,142.0,508,0.0,0.0,4434,1821,8.7,5.9,3.1,2.1,0.3,0.0,0.41,1974,1979,6,0,False,-2.2,16.8,14.8,0.4
4467,Sly Williams,3327,603,1287.0,328.0,55.0,305,68.0,11.0,2765,1322,10.9,2.0,4.2,1.1,0.2,0.16,0.48,1980,1986,7,0,False,4.999999999999999,8.3,13.2,0.5
4468,Smokey Gaines,10,0,10.0,0.0,0.0,3,1.0,1.0,16,4,3.3,0.0,3.3,0.0,0.0,1.0,0.25,1968,1968,1,0,False,-0.2,0.0,-0.1,0.7
4469,Smush Parker,2682,890,722.0,365.0,50.0,318,929.0,310.0,2356,990,8.4,2.8,2.3,1.1,0.2,0.33,0.42,2003,2008,6,0,False,0.3999999999999997,6.1000000000000005,6.699999999999999,0.4
4470,Solomon Alabi,39,5,61.0,4.0,11.0,26,0.0,0.0,51,16,1.5,0.2,2.3,0.2,0.4,0.0,0.31,2011,2012,2,0,False,-0.2,0.2,0.0,0.3
4471,Solomon Hill,2776,766,1564.0,350.0,111.0,507,1264.0,425.0,2453,953,5.5,1.5,3.1,0.7,0.2,0.34,0.39,2014,2022,9,0,False,2.7,10.7,13.3,0.4
4472,Solomon Jones,906,108,712.0,67.0,165.0,302,9.0,1.0,706,325,3.0,0.4,2.4,0.2,0.5,0.11,0.46,2007,2014,8,0,False,1.7999999999999998,3.5999999999999996,5.2,0.4
4473,Sonny Dove,2458,219,1334.0,0.0,0.0,222,27.0,6.0,2173,994,11.1,1.0,6.0,0.0,0.0,0.22,0.46,1968,1972,5,0,False,3.3,3.9000000000000004,7.2,0.5
4474,Sonny Hertzberg,2841,641,260.0,0.0,0.0,334,0.0,0.0,3580,1056,8.5,1.9,0.8,0.0,0.0,0.0,0.29,1947,1951,5,0,False,3.3,9.0,12.3,0.5
4475,Sonny Parker,4471,954,1841.0,611.0,151.0,452,2.0,0.0,3715,1862,9.9,2.1,4.1,1.4,0.3,0.0,0.5,1977,1982,6,0,False,15.1,11.9,26.9,0.5
4476,Sonny Weems,1296,306,455.0,94.0,29.0,226,161.0,49.0,1216,556,5.7,1.4,2.0,0.4,0.1,0.3,0.46,2009,2016,8,0,False,-1.3,0.7,-0.49999999999999994,0.3
4477,Soumaila Samake,68,5,76.0,2.0,19.0,47,0.0,0.0,72,28,1.4,0.1,1.6,0.0,0.4,0.0,0.39,2001,2003,3,0,False,0.1,0.30000000000000004,0.30000000000000004,0.4
4478,Speedy Claxton,3808,1815,1014.0,612.0,48.0,396,279.0,53.0,3364,1383,9.6,4.6,2.6,1.5,0.1,0.19,0.41,2002,2009,8,0,False,6.7,11.3,17.9,0.4
4479,Spencer Dinwiddie,8699,3309,1986.0,438.0,165.0,612,3026.0,1027.0,6798,2856,14.2,5.4,3.2,0.7,0.3,0.34,0.42,2015,2023,9,0,False,27.0,12.3,39.199999999999996,0.3
4480,Spencer Hawes,7322,1592,4744.0,323.0,776.0,818,1415.0,512.0,6523,2988,9.0,1.9,5.8,0.4,0.9,0.36,0.46,2008,2017,10,0,False,8.5,20.4,28.8,0.4
4481,Spencer Haywood,18532,1668,9208.0,395.0,711.0,912,19.0,1.0,15650,7371,20.3,1.8,10.1,0.4,0.8,0.05,0.47,1970,1983,14,5,True,49.099999999999994,33.8,82.9,0.5
4482,Spider Bennett,880,168,294.0,0.0,0.0,118,50.0,12.0,770,294,7.5,1.4,2.5,0.0,0.0,0.24,0.38,1969,1969,1,0,False,-0.2,1.3,1.1,0.2
4483,Spud Webb,8616,4636,1842.0,974.0,118.0,891,1147.0,367.0,6851,3089,9.7,5.2,2.1,1.1,0.1,0.32,0.45,1986,1998,13,0,False,28.2,15.1,43.2,0.4
4484,Stacey Arceneaux,50,4,32.0,0.0,0.0,7,0.0,0.0,56,22,7.1,0.6,4.6,0.0,0.0,0.0,0.39,1962,1962,1,0,False,-0.1,0.0,-0.1,0.4
4485,Stacey Augmon,8269,1617,3354.0,1016.0,334.0,1061,79.0,12.0,6700,3142,7.8,1.5,3.2,1.0,0.3,0.15,0.47,1992,2006,15,0,False,19.8,25.6,45.3,0.5
4486,Stacey King,3228,446,1728.0,206.0,253.0,498,19.0,4.0,2603,1228,6.5,0.9,3.5,0.4,0.5,0.21,0.47,1990,1997,8,0,False,3.0,8.7,11.7,0.6
4487,Stan Brown,104,10,17.0,0.0,0.0,34,0.0,0.0,134,41,3.1,0.3,0.5,0.0,0.0,0.0,0.31,1948,1952,5,0,False,-0.1,0.3,0.19999999999999998,0.6
4488,Stan Kimbrough,21,6,7.0,5.0,0.0,13,2.0,1.0,22,9,1.6,0.5,0.5,0.4,0.0,0.5,0.41,1990,1993,4,0,False,0.0,0.1,0.1,0.6
4489,Stan Love,1579,181,929.0,44.0,37.0,239,0.0,0.0,1474,649,6.6,0.8,3.9,0.2,0.2,0.0,0.44,1972,1975,4,0,False,1.4,4.3,5.6,0.5
4490,Stan McKenzie,3705,634,1172.0,3.0,0.0,429,0.0,0.0,3004,1329,8.6,1.5,2.7,0.0,0.0,0.0,0.44,1968,1974,7,0,False,11.2,3.4000000000000004,14.799999999999999,0.3
4491,Stan Miasek,4363,640,1359.0,0.0,0.0,430,0.0,0.0,4654,1553,10.1,1.5,3.2,0.0,0.0,0.0,0.33,1947,1953,7,0,False,15.9,17.2,33.4,0.4
4492,Stan Noszka,660,68,0.0,0.0,0.0,110,0.0,0.0,913,256,6.0,0.6,0.0,0.0,0.0,0.0,0.28,1947,1949,3,0,False,1.7999999999999998,0.19999999999999996,2.0,0.3
4493,Stan Patrick,642,148,0.0,0.0,0.0,106,0.0,0.0,588,232,6.1,1.4,0.0,0.0,0.0,0.0,0.39,1950,1950,1,0,False,3.8,-0.5,3.2,0.2
4494,Stan Pietkiewicz,520,251,135.0,56.0,8.0,138,132.0,47.0,463,206,3.8,1.8,1.0,0.4,0.1,0.36,0.44,1979,1981,3,0,False,1.7,0.30000000000000004,2.2,0.2
4495,Stan Stutz,1181,188,0.0,0.0,0.0,166,0.0,0.0,1573,402,7.1,1.1,0.0,0.0,0.0,0.0,0.26,1947,1949,3,0,False,2.3000000000000003,4.4,6.7,0.5
4496,Stan Washington,0,0,0.0,0.0,0.0,1,0.0,0.0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1975,1975,1,0,False,0.0,0.0,0.0,1.0
4497,Stanislav Medvedenko,1390,136,744.0,88.0,42.0,263,13.0,2.0,1311,590,5.3,0.5,2.8,0.3,0.2,0.15,0.45,2001,2007,7,0,False,3.0,3.0,6.0,0.6
4498,Stanley Brundy,37,3,26.0,6.0,5.0,16,0.0,0.0,30,15,2.3,0.2,1.6,0.4,0.3,0.0,0.5,1990,1990,1,0,False,0.0,0.1,0.2,0.2
4499,Stanley Jackson,38,16,27.0,5.0,0.0,17,5.0,1.0,33,17,2.2,0.9,1.6,0.3,0.0,0.2,0.52,1994,1994,1,0,False,0.1,0.1,0.2,0.2
4500,Stanley Johnson,3260,767,1621.0,443.0,120.0,515,1329.0,402.0,3070,1199,6.3,1.5,3.1,0.9,0.2,0.3,0.39,2016,2023,8,0,False,-4.4,11.9,7.4,0.4
4501,Stanley Roberts,2555,189,1549.0,110.0,385.0,300,2.0,0.0,2124,1059,8.5,0.6,5.2,0.4,1.3,0.0,0.5,1992,2000,9,0,False,1.2000000000000002,7.0,8.1,0.4
4502,Stanley Umude,2,0,0.0,1.0,1.0,1,1.0,0.0,1,0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,2023,2023,1,0,False,0.0,0.0,0.0,0.0
4503,Stanton Kidd,0,1,3.0,0.0,0.0,4,1.0,0.0,3,0,0.0,0.2,0.8,0.0,0.0,0.0,0.0,2020,2020,1,0,False,-0.1,0.0,-0.1,0.5
4504,Stefano Rusconi,8,3,6.0,0.0,2.0,7,0.0,0.0,9,3,1.1,0.4,0.9,0.0,0.3,0.0,0.33,1996,1996,1,0,False,-0.1,0.0,-0.1,0.6
4505,Steffond Johnson,74,5,43.0,9.0,2.0,29,3.0,0.0,64,27,2.6,0.2,1.5,0.3,0.1,0.0,0.42,1987,1987,1,0,False,-0.3,0.1,-0.2,0.1
4506,Stephen Chubin,4410,1406,1289.0,0.0,0.0,375,92.0,18.0,3511,1381,11.8,3.7,3.4,0.0,0.0,0.2,0.39,1968,1970,3,0,False,11.7,6.8,18.3,0.3
4507,Stephen Curry,21712,5740,4179.0,1419.0,207.0,882,7929.0,3390.0,15653,7434,24.6,6.5,4.7,1.6,0.2,0.43,0.47,2010,2023,14,9,False,93.4,34.6,128.2,0.6
4508,Stephen Graham,1024,124,451.0,62.0,21.0,261,182.0,55.0,902,399,3.9,0.5,1.7,0.2,0.1,0.3,0.44,2006,2011,6,0,False,-1.0,2.6,1.7000000000000002,0.4
4509,Stephen Howard,512,36,258.0,57.0,40.0,169,0.0,0.0,347,177,3.0,0.2,1.5,0.3,0.2,0.0,0.51,1993,1998,6,0,False,1.1,1.7999999999999998,2.9,0.5
4510,Stephen Jackson,16265,3339,4114.0,1379.0,407.0,1061,4637.0,1530.0,13899,5772,15.3,3.1,3.9,1.3,0.4,0.33,0.42,2001,2014,14,0,False,11.700000000000001,34.2,45.7,0.4
4511,Stephen Previs,55,24,14.0,0.0,0.0,30,8.0,1.0,60,23,1.8,0.8,0.5,0.0,0.0,0.12,0.38,1973,1973,1,0,False,-0.3,0.2,-0.1,0.7
4512,Stephen Thompson,62,16,38.0,12.0,6.0,38,2.0,0.0,74,28,1.6,0.4,1.0,0.3,0.2,0.0,0.38,1992,1992,1,0,False,-0.30000000000000004,0.2,-0.1,0.2
4513,Stephen Vacendak,867,214,251.0,0.0,0.0,97,12.0,2.0,869,331,8.9,2.2,2.6,0.0,0.0,0.17,0.38,1968,1970,3,0,False,-1.1,2.5000000000000004,1.4000000000000004,0.4
4514,Stephen Wilson,148,35,52.0,0.0,0.0,48,35.0,8.0,155,57,3.1,0.7,1.1,0.0,0.0,0.23,0.37,1971,1972,2,0,False,-0.5,0.3,-0.19999999999999998,0.4
4515,Stephen Zimmerman,23,4,35.0,2.0,5.0,19,0.0,0.0,31,10,1.2,0.2,1.8,0.1,0.3,0.0,0.32,2017,2017,1,0,False,-0.1,0.1,0.0,0.4
4516,Stephon Marbury,18980,7627,2921.0,1210.0,138.0,976,3519.0,1144.0,15593,6745,19.4,7.8,3.0,1.2,0.1,0.33,0.43,1997,2009,13,2,False,75.2,16.6,91.89999999999999,0.4
4517,Sterling Brown,1431,268,891.0,140.0,47.0,268,683.0,248.0,1267,531,5.3,1.0,3.3,0.5,0.2,0.36,0.42,2018,2023,6,0,False,1.2,5.4,6.5,0.6
4518,Steve Alford,1110,268,216.0,130.0,13.0,235,163.0,55.0,958,439,4.7,1.1,0.9,0.6,0.1,0.34,0.46,1988,1991,4,0,False,2.5,2.0,4.6,0.4
4519,Steve Bardo,73,44,60.0,12.0,4.0,33,10.0,1.0,85,28,2.2,1.3,1.8,0.4,0.1,0.1,0.33,1992,1996,5,0,False,-0.4,0.30000000000000004,-0.09999999999999998,0.2
4520,Steve Blake,7154,4541,2331.0,760.0,85.0,1087,3421.0,1299.0,6529,2620,6.6,4.2,2.1,0.7,0.1,0.38,0.4,2004,2016,13,0,False,20.0,16.1,36.3,0.4
4521,Steve Bracey,1141,408,291.0,74.0,6.0,187,0.0,0.0,1045,487,6.1,2.2,1.6,0.4,0.0,0.0,0.47,1973,1975,3,0,False,2.0,1.7999999999999998,3.9000000000000004,0.5
4522,Steve Bucknall,23,10,7.0,2.0,1.0,18,1.0,0.0,33,9,1.3,0.6,0.4,0.1,0.1,0.0,0.27,1990,1990,1,0,False,-0.4,0.0,-0.3,0.8
4523,Steve Burtt,584,123,92.0,49.0,13.0,101,14.0,2.0,512,218,5.8,1.2,0.9,0.5,0.1,0.14,0.43,1985,1993,9,0,False,-0.8,0.7000000000000001,0.0,0.4
4524,Steve Colter,4227,1953,1332.0,581.0,102.0,664,290.0,83.0,3729,1667,6.4,2.9,2.0,0.9,0.2,0.29,0.45,1985,1995,11,0,False,10.1,11.5,21.6,0.4
